ID,LST_num,condition,puzzles,solutions
872,,Binary,4302000021341453,2
873,,Binary,4302324520041403,1
874,,Binary,0001104020344513,2
875,,Binary,1000400034510010,2
876,,Binary,0103003223003514,2
877,,Binary,0020001000404050,3
878,,Binary,4020541223401034,3
879,,Binary,1425001221043001,3
880,,Binary,3045000401020023,1
881,,Binary,5324314220014010,1
882,,Binary,1000354220000000,1
883,,Binary,2041520440321403,3
884,,Binary,0302013440050001,3
885,,Binary,3125134020014013,4
886,,Binary,4203340121005340,1
887,,Binary,3001531200301240,4
888,,Binary,0005030401021403,1
889,,Binary,0420005000103040,3
890,,Binary,1024421520000002,3
891,,Binary,1523431000303040,4
892,,Binary,1000401021305000,3
893,,Binary,0031300003002453,1
894,,Binary,0020010200004513,2
895,,Binary,0301000431052013,2
896,,Binary,4000500030402014,1
897,,Binary,0030020425434001,1
898,,Binary,1302342021540003,3
899,,Binary,1024005031404030,1
900,,Binary,3041031441500423,3
901,,Binary,4312040101250043,4
902,,Binary,0000235400001000,1
903,,Binary,3000004020004253,1
904,,Binary,1543042023144030,2
905,,Binary,2000000430004352,1
906,,Binary,1420500223004030,3
907,,Binary,1304500031004010,2
908,,Binary,4002324503040423,1
909,,Binary,4000120323005400,3
910,,Binary,1000500021434000,3
911,,Binary,4001000403425413,2
912,,Binary,4302354121040400,2
913,,Binary,2541000040001000,3
914,,Binary,2301521301041430,4
915,,Binary,0000000431520403,4
916,,Binary,1432310053404010,2
917,,Binary,1002001342303524,1
918,,Binary,0342201342050124,1
919,,Binary,1005301221434001,4
920,,Binary,1420053223400210,1
921,,Binary,4513010003040000,2
922,,Binary,1300300441005000,2
923,,Binary,1000520123004030,3
924,,Binary,1003003500040002,1
925,,Binary,1423301023450100,1
926,,Binary,3500030204004210,1
927,,Binary,4000542100100000,3
928,,Binary,0004104524014213,2
929,,Binary,1403010223004500,2
930,,Binary,0302000400354003,1
931,,Binary,5312240000400004,4
932,,Binary,1304420000003152,4
933,,Binary,1203300120050102,4
934,,Binary,3000100050304000,2
935,,Binary,0352302100100134,4
936,,Binary,0000120020004152,3
937,,Binary,1345200440000020,2
938,,Binary,4320001302340152,4
939,,Binary,2130324150101400,4
940,,Binary,1352000000003104,4
941,,Binary,1005301423414002,3
942,,Binary,1523000220040230,4
943,,Binary,2513024003040102,4
944,,Binary,0041200441021425,3
945,,Binary,3001500020044002,1
946,,Binary,5241230401000020,3
947,,Binary,4000231534011043,4
948,,Binary,1032301023454000,1
949,,Binary,3040031441500020,3
950,,Binary,0420014023004500,2
951,,Binary,1350003000400412,2
952,,Binary,4100500020001000,3
953,,Binary,3000500020001042,4
954,,Binary,4010342521430000,1
955,,Binary,0420014225144200,3
956,,Binary,1000000020014215,3
957,,Binary,0103020004214502,3
958,,Binary,2103000534014312,4
959,,Binary,3540231041320403,2
960,,Binary,1000201042350024,1
961,,Binary,4132500420011003,3
962,,Binary,4310300100232534,1
963,,Binary,1034540021434300,3
964,,Binary,1000400021450002,3
965,,Binary,1430320420435001,4
966,,Binary,3501031441200402,2
967,,Binary,0300000021001543,2
968,,Binary,3020005223400213,3
969,,Binary,4523040200401034,1
970,,Binary,1003400200050201,4
971,,Binary,0320103021400054,1
972,,Binary,0150123400214312,4
973,,Binary,1030002423415213,4
974,,Binary,0401004325344012,1
975,,Binary,3542231042311000,1
976,,Binary,1023403253103041,2
977,,Binary,2051302000400010,3
978,,Binary,1000400020005010,3
979,,Binary,1302020400004153,2
980,,Binary,1423500023044130,3
981,,Binary,0001000041350023,2
982,,Binary,1300310020005000,4
983,,Binary,3425100221000010,1
984,,Binary,4312300121050004,3
985,,Binary,4030300050001000,2
986,,Binary,2400400050003000,1
987,,Binary,5243030000040000,1
988,,Binary,4321004300343452,1
989,,Binary,1000420051430010,2
990,,Binary,3100500040301000,2
991,,Binary,0134002530414012,3
992,,Binary,1304301021435200,4
993,,Binary,4302300100050004,3
994,,Binary,4302042110050134,3
995,,Binary,3004001520310043,2
996,,Binary,1002320403014153,2
997,,Binary,2030024300044512,3
998,,Binary,4130300000002513,4
999,,Binary,0010253400201243,1
1000,,Binary,4312004101301053,2
1001,,Binary,0040231442501023,3
1002,,Binary,4102530430211000,2
1003,,Binary,2453304100044102,1
1004,,Binary,1020003020003251,4
1005,,Binary,3050102000404030,1
1006,,Binary,1000301020405001,4
1007,,Binary,0132300103002513,4
1008,,Binary,3104104020314253,1
1009,,Binary,1003325100000100,4
1010,,Binary,1002412023405014,3
1011,,Binary,4010300020405030,1
1012,,Binary,3421134020300050,1
1013,,Binary,0042031440311050,2
1014,,Binary,1352300440000000,4
1015,,Binary,4512024020041403,3
1016,,Binary,0130235430011003,1
1017,,Binary,2351020440000003,4
1018,,Binary,0304120034004502,1
1019,,Binary,3501231041301200,4
1020,,Binary,2154120034000002,3
1021,,Binary,0001024021354010,4
1022,,Binary,1324401020005102,3
1023,,Binary,3001100523040032,3
1024,,Binary,2150003430214312,4
1025,,Binary,1543200000000004,2
1026,,Binary,0103000400254002,1
1027,,Binary,0420450223403204,1
1028,,Binary,1543231001000000,2
1029,,Binary,4032024003200453,1
1030,,Binary,1403510223403204,4
1031,,Binary,1002023101002415,3
1032,,Binary,3020500020004203,1
1033,,Binary,3020005020311040,1
1034,,Binary,4005000100032004,2
1035,,Binary,3040201040301523,4
1036,,Binary,4020023421430450,1
1037,,Binary,1425010220144001,3
1038,,Binary,0000020041351020,2
1039,,Binary,5431310010044210,2
1040,,Binary,1400302023415010,4
1041,,Binary,2031514240000324,3
1042,,Binary,0030000040001352,4
1043,,Binary,4312000112053104,3
1044,,Binary,4002200052033004,1
1045,,Binary,0301000300450034,2
1046,,Binary,3040120043005010,2
1047,,Binary,0102235400401000,1
1048,,Binary,3000140300144152,3
1049,,Binary,4023230032511000,4
1050,,Binary,1004400023405012,3
1051,,Binary,1000235101000004,4
1052,,Binary,2130024334504012,2
1053,,Binary,1003500030012010,4
1054,,Binary,0001000401402453,1
1055,,Binary,2013304100200152,3
1056,,Binary,3125043020414010,4
1057,,Binary,4000000030005134,2
1058,,Binary,2031134000004153,2
1059,,Binary,4301520021031432,3
1060,,Binary,0143020443251002,1
1061,,Binary,4001020425430412,1
1062,,Binary,2104024004214315,2
1063,,Binary,4003500030001300,2
1064,,Binary,1000510220033200,4
1065,,Binary,4000502020001043,3
1066,,Binary,0051203410420213,2
1067,,Binary,2001023030124153,2
1068,,Binary,4100304103001453,2
1069,,Binary,1340200002033524,1
1070,,Binary,1000402020015010,3
1071,,Binary,0000153423000003,2
1072,,Binary,0102531430001020,2
1073,,Binary,3124021304311500,3
1074,,Binary,3000201442350400,1
1075,,Binary,4002240302011524,3
1076,,Binary,4521024020340402,3
1077,,Binary,4315040100032030,2
1078,,Binary,0001100320054002,4
1079,,Binary,5342300440000000,1
1080,,Binary,4021341002402534,1
1081,,Binary,1020513220003000,4
1082,,Binary,0040230401321453,2
1083,,Binary,0420354223144000,1
1084,,Binary,5143001440011002,2
1085,,Binary,0100000424004513,2
1086,,Binary,1324351242302000,4
1087,,Binary,2351023401203402,4
1088,,Binary,0000513403000040,2
1089,,Binary,4102304050001000,2
1090,,Binary,0002100400403521,4
1091,,Binary,2513324100040132,4
1092,,Binary,1524400224000000,3
1093,,Binary,1000200342350000,1
1094,,Binary,0524340021434201,3
1095,,Binary,3040530040001000,2
1096,,Binary,1200301020405000,4
1097,,Binary,0020013003103050,4
1098,,Binary,4300300050402100,1
1099,,Binary,0431350403420203,1
1100,,Binary,4001023001003452,1
1101,,Binary,0000042052414000,3
1102,,Binary,1304420151430002,2
1103,,Binary,3021400021005203,1
1104,,Binary,1420031025343201,1
1105,,Binary,0021215403424203,3
1106,,Binary,4052302001401230,1
1107,,Binary,5020103220003014,4
1108,,Binary,0100120035214002,4
1109,,Binary,1002502020033000,4
1110,,Binary,5324401020300102,1
1111,,Binary,3040231041301453,2
1112,,Binary,0312324520040403,1
1113,,Binary,1324451320003100,2
1114,,Binary,4023025023400410,3
1115,,Binary,2031005413400213,2
1116,,Binary,4013040501041002,1
1117,,Binary,5000100223004200,3
1118,,Binary,2100123030214512,3
1119,,Binary,1000400020005020,3
1120,,Binary,2153000040001002,4
1121,,Binary,0023000523044031,2
1122,,Binary,3120000023404513,2
1123,,Binary,1354000030014000,2
1124,,Binary,5312000000002000,4
1125,,Binary,4120003223153041,4
1126,,Binary,1432015020400213,2
1127,,Binary,1024041332514000,4
1128,,Binary,2100024034014512,3
1129,,Binary,1400510223004000,3
1130,,Binary,4321014020100054,3
1131,,Binary,0124420005310300,4
1132,,Binary,3501030021000210,4
1133,,Binary,2351123441030400,4
1134,,Binary,3451120000434012,2
1135,,Binary,4321005020403014,3
1136,,Binary,1430312023405203,4
1137,,Binary,1020503220003041,4
1138,,Binary,4521200000000000,3
1139,,Binary,4000520023001003,3
1140,,Binary,1543000023144130,2
1141,,Binary,1000500420314000,3
1142,,Binary,5000200032001000,4
1143,,Binary,1400300423450003,1
1144,,Binary,0054102020414130,1
1145,,Binary,1423500032402134,4
1146,,Binary,0201030441351020,2
1147,,Binary,0001000300054002,4
1148,,Binary,0453021020404130,2
1149,,Binary,1024501221004200,3
1150,,Binary,0403310023144500,2
1151,,Binary,0120020005001300,4
1152,,Binary,1543040041002004,2
1153,,Binary,1002000000015413,2
1154,,Binary,1034341021434050,2
1155,,Binary,3542231040300000,1
1156,,Binary,1300300440035001,2
1157,,Binary,3420500021344000,1
1158,,Binary,2351000000001030,4
1159,,Binary,0103000035214002,4
1160,,Binary,4012342051001034,2
1161,,Binary,4012123420400051,2
1162,,Binary,2310320150234100,1
1163,,Binary,0000153220000010,4
1164,,Binary,5124400000300000,3
1165,,Binary,0003004500140002,1
1166,,Binary,3125000000001002,4
1167,,Binary,3102200440301453,2
1168,,Binary,1003342023540132,1
1169,,Binary,3100100400015413,2
1170,,Binary,1030400053003000,2
1171,,Binary,0403304223050201,4
1172,,Binary,4012040320350001,4
1173,,Binary,0403024025004132,3
1174,,Binary,1003231541300000,4
1175,,Binary,1423320141000500,3
1176,,Binary,0310320001030500,4
1177,,Binary,5020100021344003,3
1178,,Binary,0230041223004503,1
1179,,Binary,4513000030201042,2
1180,,Binary,1423001040003251,4
1181,,Binary,1403200040005000,3
1182,,Binary,3201001441521403,3
1183,,Binary,0453304003204132,1
1184,,Binary,4002100020005004,3
1185,,Binary,5342000442002010,1
1186,,Binary,4000541331000024,2
1187,,Binary,0021103400453412,3
1188,,Binary,1320003131454010,2
1189,,Binary,1304020125004130,4
1190,,Binary,0524030024014210,1
1191,,Binary,0312020034200500,1
1192,,Binary,4102230454201203,3
1193,,Binary,4012320001341523,4
1194,,Binary,1023314223044005,1
1195,,Binary,2045020440030402,1
1196,,Binary,1425010223104230,3
1197,,Binary,1000203030415000,4
1198,,Binary,4300341221400504,2
1199,,Binary,0105000420010013,2
1200,,Binary,3541200441021400,2
1201,,Binary,2154104004214002,3
1202,,Binary,4123043032150002,4
1203,,Binary,0032320423001453,2
1204,,Binary,0000200040021534,2
1205,,Binary,5104143020014003,3
1206,,Binary,0301523401403410,1
1207,,Binary,1023403220045040,3
1208,,Binary,0351024300300412,2
1209,,Binary,1420020020344512,3
1210,,Binary,0023021023450000,1
1211,,Binary,2541000030001000,3
1212,,Binary,3542230440310003,1
1213,,Binary,2130134004204510,2
1214,,Binary,1000300441035040,2
1215,,Binary,0501314203044210,4
1216,,Binary,2304020100204152,3
1217,,Binary,4050302000400134,1
1218,,Binary,2354000041030000,1
1219,,Binary,1050002021430010,3
1220,,Binary,2130024003101453,2
1221,,Binary,3021004020004253,1
1222,,Binary,3040000041350400,2
1223,,Binary,1000410020005001,3
1224,,Binary,1524041000004000,3
1225,,Binary,0040231541021023,4
1226,,Binary,3042201442050403,1
1227,,Binary,2130000035214012,4
1228,,Binary,0021010300053004,2
1229,,Binary,1354040300004130,2
1230,,Binary,1002201040005000,3
1231,,Binary,0050031440230241,3
1232,,Binary,1000521020304100,3
1233,,Binary,3521100021404302,4
1234,,Binary,0042201442350400,1
1235,,Binary,2100123453003010,4
1236,,Binary,3500030441020413,2
1237,,Binary,4002100050003000,2
1238,,Binary,2451000030000010,3
1239,,Binary,0230341521434001,2
1240,,Binary,3421031005341200,1
1241,,Binary,0000320020004152,3
1242,,Binary,1050301201430020,3
1243,,Binary,1020400020035001,3
1244,,Binary,1003010223003254,1
1245,,Binary,2543003240000000,1
1246,,Binary,5000201042001000,3
1247,,Binary,1000400050043010,2
1248,,Binary,4152300000001000,3
1249,,Binary,1403503023403200,4
1250,,Binary,4302354100202000,2
1251,,Binary,2341001440321450,2
1252,,Binary,2451124000004012,3
1253,,Binary,0430310213000500,2
1254,,Binary,4532230034011040,1
1255,,Binary,4000304003002453,1
1256,,Binary,0000004021354300,4
1257,,Binary,4512000001341423,3
1258,,Binary,4152002000030010,3
1259,,Binary,0300100421530000,4
1260,,Binary,1003230000045132,4
1261,,Binary,4000300120405030,1
1262,,Binary,0431014203054203,4
1263,,Binary,4152020000200010,3
1264,,Binary,0413304100250132,4
1265,,Binary,3002100400450021,3
1266,,Binary,0304000000021453,2
1267,,Binary,2100123403003452,1
1268,,Binary,2000320151001000,4
1269,,Binary,1000000020043251,4
1270,,Binary,4513000000001032,2
1271,,Binary,1302420320345400,3
1272,,Binary,1453000040020100,2
1273,,Binary,1352203040000020,4
1274,,Binary,0102020004000500,3
1275,,Binary,2031315443000043,2
1276,,Binary,1020401324315042,3
1277,,Binary,3401520020434012,1
1278,,Binary,0104000034254010,1
1279,,Binary,3000100021540213,3
1280,,Binary,3021503421404010,1
1281,,Binary,1320250301404201,4
1282,,Binary,4321001002342053,4
1283,,Binary,1024401354303002,2
1284,,Binary,1245231441303000,3
1285,,Binary,1452300400400200,3
1286,,Binary,0002325100002004,4
1287,,Binary,5102231442311000,3
1288,,Binary,1300500120034130,3
1289,,Binary,1302021425304120,4
1290,,Binary,2001304050001000,4
1291,,Binary,1003200050003000,4
1292,,Binary,0203345100300340,2
1293,,Binary,0100123434210512,3
1294,,Binary,2040140200044513,2
1295,,Binary,0020320021354000,4
1296,,Binary,4325000021001000,1
1297,,Binary,4023521023401030,3
1298,,Binary,3002230040315000,1
1299,,Binary,1523000000404000,4
1300,,Binary,0000020334014532,1
1301,,Binary,4000000451430000,2
1302,,Binary,1024001300313152,4
1303,,Binary,3520031001000200,4
1304,,Binary,0021100520044203,2
1305,,Binary,5024100023014010,3
1306,,Binary,4001000323043542,1
1307,,Binary,1420513223000240,4
1308,,Binary,5123040000013000,4
1309,,Binary,4132124504010010,3
1310,,Binary,0000241530000000,3
1311,,Binary,0401000221354003,4
1312,,Binary,3524031020310040,1
1313,,Binary,3042531440310003,2
1314,,Binary,2000100050004010,3
1315,,Binary,1523401221003041,4
1316,,Binary,1543340000002134,2
1317,,Binary,2041025040301023,1
1318,,Binary,1042240130250213,4
1319,,Binary,0003030500040002,1
1320,,Binary,5032310423404210,1
1321,,Binary,4530014223000403,2
1322,,Binary,4312142050402034,3
1323,,Binary,1300400120035000,3
1324,,Binary,0324004520014003,2
1325,,Binary,4320240300421534,2
1326,,Binary,0000020035421004,1
1327,,Binary,0400010023004253,1
1328,,Binary,2400010045000300,2
1329,,Binary,0030324103021453,2
1330,,Binary,0000000021403514,2
1331,,Binary,0000324520040002,1
1332,,Binary,4150102420130040,3
1333,,Binary,4512000300000104,3
1334,,Binary,4012324001540023,3
1335,,Binary,2541020440301403,3
1336,,Binary,1402410323405010,3
1337,,Binary,4351004300022104,2
1338,,Binary,1345000441030030,2
1339,,Binary,0010230000001254,3
1340,,Binary,0103143500413014,2
1341,,Binary,1423013200140250,4
1342,,Binary,0000513403103421,2
1343,,Binary,1003410223145001,3
1344,,Binary,5312000000000103,4
1345,,Binary,1000503220103000,4
1346,,Binary,1523231040303001,4
1347,,Binary,5400314223004200,1
1348,,Binary,2104124500010312,3
1349,,Binary,0143521443201002,3
1350,,Binary,0103020440053002,1
1351,,Binary,3024005000314013,4
1352,,Binary,0001000441350003,2
1353,,Binary,2431325403004003,1
1354,,Binary,4352214000201034,1
1355,,Binary,3001531021301423,4
1356,,Binary,1003000425414032,3
1357,,Binary,1000240031450030,2
1358,,Binary,5123000420010302,4
1359,,Binary,1534341221034000,2
1360,,Binary,3050201442301023,4
1361,,Binary,0400531440321043,2
1362,,Binary,1020010020004253,1
1363,,Binary,1452000000030210,3
1364,,Binary,1024420020005002,3
1365,,Binary,0420513403021003,2
1366,,Binary,0023300123054132,4
1367,,Binary,0300200400214513,2
1368,,Binary,2301350441201400,2
1369,,Binary,2301023401033015,2
1370,,Binary,2543020003001000,1
1371,,Binary,4315320100032104,2
1372,,Binary,2351001041201032,4
1373,,Binary,4301301021351043,4
1374,,Binary,1000400053003100,2
1375,,Binary,0502034001230200,4
1376,,Binary,1253041040000100,4
1377,,Binary,1430302423405003,4
1378,,Binary,1524001330410102,3
1379,,Binary,3001531440021403,2
1380,,Binary,1020500021003040,4
1381,,Binary,3004004020014215,3
1382,,Binary,2351010040100000,4
1383,,Binary,0020040131450013,2
1384,,Binary,5030100032404010,2
1385,,Binary,4021501020001000,3
1386,,Binary,0042240003244513,2
1387,,Binary,1403450223003210,1
1388,,Binary,5421000000344013,3
1389,,Binary,4012103400250043,1
1390,,Binary,1200540121044302,3
1391,,Binary,3024005020410213,3
1392,,Binary,0321003421450410,3
1393,,Binary,0104001024350000,1
1394,,Binary,1023013220150201,4
1395,,Binary,0031300000404513,2
1396,,Binary,1030040220404153,2
1397,,Binary,5241030400020000,3
1398,,Binary,4523040020011034,1
1399,,Binary,1003000500040132,1
1400,,Binary,1043000420054002,1
1401,,Binary,5421010203041003,3
1402,,Binary,3100100020415010,4
1403,,Binary,0000235402000000,1
1404,,Binary,1325310220034031,4
1405,,Binary,0400351023410103,2
1406,,Binary,2351000401200400,4
1407,,Binary,1523010223044030,4
1408,,Binary,1025300403410102,3
1409,,Binary,4003040520411034,2
1410,,Binary,4020003021400050,1
1411,,Binary,2451001303023024,3
1412,,Binary,1453320120004002,2
1413,,Binary,1030302453414013,2
1414,,Binary,2341020041351003,2
1415,,Binary,1302420300050021,4
1416,,Binary,1400510020043000,4
1417,,Binary,0013324100254132,4
1418,,Binary,1400314223044530,2
1419,,Binary,1354000020004001,2
1420,,Binary,2104120030014352,1
1421,,Binary,1000001021540400,3
1422,,Binary,0420013023003504,2
1423,,Binary,0400050003000213,1
1424,,Binary,2003400500041002,1
1425,,Binary,3020031441301053,4
1426,,Binary,1000354223000001,1
1427,,Binary,0351003221433010,2
1428,,Binary,1354300000000410,2
1429,,Binary,1024043001504010,4
1430,,Binary,1345003030004000,2
1431,,Binary,1543000043002000,2
1432,,Binary,5001100023004000,3
1433,,Binary,3020500021001003,4
1434,,Binary,3100500020311040,4
1435,,Binary,0312542100000030,3
1436,,Binary,1003320400414152,3
1437,,Binary,4351020000402400,2
1438,,Binary,1300020005000421,1
1439,,Binary,0100120005034300,4
1440,,Binary,1042203430214053,1
1441,,Binary,1403000200053001,4
1442,,Binary,3042201540310403,4
1443,,Binary,1024301042350040,1
1444,,Binary,1002400020435000,3
1445,,Binary,5004143020014010,3
1446,,Binary,5213000020000002,4
1447,,Binary,4210100400303152,4
1448,,Binary,1524000040013040,3
1449,,Binary,1543000440020030,2
1450,,Binary,2100024034000502,3
1451,,Binary,0005103420033001,2
1452,,Binary,4103040002412514,3
1453,,Binary,0250002100144132,4
1454,,Binary,2541000440000000,3
1455,,Binary,4301004310050002,4
1456,,Binary,1352000040030020,4
1457,,Binary,0000000000004153,2
1458,,Binary,1523400003000000,4
1459,,Binary,2153020034014310,4
1460,,Binary,4001000500021003,4
1461,,Binary,5130230430001000,4
1462,,Binary,1032000403050003,1
1463,,Binary,0102200400351003,1
1464,,Binary,3001501310044002,2
1465,,Binary,1342541300003124,2
1466,,Binary,0401054021000203,3
1467,,Binary,2000100050004002,3
1468,,Binary,0401030225344000,1
1469,,Binary,3000000451230000,4
1470,,Binary,1002300023005010,4
1471,,Binary,1020400023450000,1
1472,,Binary,1354000042030001,2
1473,,Binary,1000324023044152,3
1474,,Binary,2000020000004152,3
1475,,Binary,2000421350303124,1
1476,,Binary,2001000200054003,4
1477,,Binary,4001041020041543,2
1478,,Binary,4100300050001000,2
1479,,Binary,0000010223154001,4
1480,,Binary,3402230041231504,2
1481,,Binary,1420015400414010,3
1482,,Binary,4021341020405034,1
1483,,Binary,1340053101002400,2
1484,,Binary,0024100500314013,2
1485,,Binary,4312325100000134,4
1486,,Binary,0400513220000000,4
1487,,Binary,0020401000300050,4
1488,,Binary,1352040040000010,4
1489,,Binary,5000200440301000,3
1490,,Binary,4302020520030001,4
1491,,Binary,3010034220310053,2
1492,,Binary,3420500221304003,1
1493,,Binary,1003502123104132,3
1494,,Binary,2000020000001352,4
1495,,Binary,1523010203044201,4
1496,,Binary,4152000000000000,3
1497,,Binary,3542231440010023,1
1498,,Binary,0100124005204302,4
1499,,Binary,3541201400021403,2
1500,,Binary,4123540030041302,2
1501,,Binary,1300000400133451,2
1502,,Binary,4312500334201030,2
1503,,Binary,0400054242003124,3
1504,,Binary,5024100020014003,3
1505,,Binary,1003401200343521,4
1506,,Binary,3401050221000200,3
1507,,Binary,4000235400000041,1
1508,,Binary,1300301020005000,4
1509,,Binary,3152020440010013,4
1510,,Binary,0300420004003502,1
1511,,Binary,0025401324010142,4
1512,,Binary,3542031400311400,1
1513,,Binary,5041230441301403,3
1514,,Binary,3000100221354000,4
1515,,Binary,4002302151401034,2
1516,,Binary,5000100023004013,3
1517,,Binary,1254042020034012,3
1518,,Binary,0301020025430012,1
1519,,Binary,3040201441521403,3
1520,,Binary,1342021440032405,1
1521,,Binary,1302300500030401,4
1522,,Binary,1543003400003421,2
1523,,Binary,1403513443000000,2
1524,,Binary,1030001420400150,2
1525,,Binary,0300103200103524,1
1526,,Binary,4002543030201000,2
1527,,Binary,2451120040023120,3
1528,,Binary,0002030404150001,3
1529,,Binary,2300021441351400,2
1530,,Binary,1400301020005001,4
1531,,Binary,2130420004210502,3
1532,,Binary,1302000400003451,2
1533,,Binary,4132030404201253,4
1534,,Binary,1403400023405010,3
1535,,Binary,0400120321340502,3
1536,,Binary,1000401320005000,3
1537,,Binary,1325400020000002,4
1538,,Binary,3000042025414130,3
1539,,Binary,0031010452434310,1
1540,,Binary,0103000430050031,2
1541,,Binary,1352000020004200,4
1542,,Binary,0003302520044102,1
1543,,Binary,0245030440020013,1
1544,,Binary,2045120440230002,1
1545,,Binary,0043005042301020,1
1546,,Binary,0000001441351000,2
1547,,Binary,3541230441000000,2
1548,,Binary,3000104025314103,4
1549,,Binary,1003520420404030,3
1550,,Binary,0300241331401534,2
1551,,Binary,2031004202103150,2
1552,,Binary,5341120400030402,2
1553,,Binary,1325001000402000,4
1554,,Binary,0403315223144030,4
1555,,Binary,1523401021000000,4
1556,,Binary,1423413202000501,3
1557,,Binary,0143023003005421,3
1558,,Binary,3524040000010000,1
1559,,Binary,1023403223500040,1
1560,,Binary,0000000042350000,1
1561,,Binary,3000501440301000,2
1562,,Binary,0020531221341043,4
1563,,Binary,1003200030005100,4
1564,,Binary,1354200040010000,2
1565,,Binary,1325000020030000,4
1566,,Binary,2000520334214132,1
1567,,Binary,1243031041303050,2
1568,,Binary,0032324523040423,1
1569,,Binary,3120405323401032,1
1570,,Binary,1000352423004013,1
1571,,Binary,2134104034004512,3
1572,,Binary,1403053223103201,1
1573,,Binary,4521000202400034,3
1574,,Binary,0403310023000500,2
1575,,Binary,1003000423454032,1
1576,,Binary,3050001000420130,2
1577,,Binary,4523000000000040,1
1578,,Binary,1032312523410000,4
1579,,Binary,2000523430000000,1
1580,,Binary,0321003021400452,1
1581,,Binary,2154024104004302,3
1582,,Binary,3000523421404010,1
1583,,Binary,3142523440000413,1
1584,,Binary,1200500020004310,3
1585,,Binary,0104120035010312,4
1586,,Binary,4000514200000413,3
1587,,Binary,3020035020344013,4
1588,,Binary,0423013000103050,4
1589,,Binary,2031000453424203,1
1590,,Binary,0200032021540010,3
1591,,Binary,4000100050003004,2
1592,,Binary,1032302023454010,1
1593,,Binary,1002040521344013,1
1594,,Binary,0000000100304153,2
1595,,Binary,0423314223044500,2
1596,,Binary,4102004100002513,4
1597,,Binary,1203540130044302,2
1598,,Binary,0034100030014512,3
1599,,Binary,1250001441300420,4
1600,,Binary,0300000000403514,2
1601,,Binary,1030300023005000,4
1602,,Binary,1000400020005002,3
1603,,Binary,0004000034514302,2
1604,,Binary,1302302042032135,4
1605,,Binary,3501231041021240,4
1606,,Binary,4000500030002134,1
1607,,Binary,3041030441520403,3
1608,,Binary,4012200030005003,1
1609,,Binary,0020003020400050,1
1610,,Binary,0041231441300453,2
1611,,Binary,3024001302311052,4
1612,,Binary,4325100001433014,1
1613,,Binary,2100120334004512,3
1614,,Binary,4312004520041403,1
1615,,Binary,1324420050433010,2
1616,,Binary,0132124023000520,4
1617,,Binary,4351000012040410,2
1618,,Binary,3502230041230200,4
1619,,Binary,4012324021300053,2
1620,,Binary,4020003401503010,4
1621,,Binary,1423013220153001,4
1622,,Binary,2154000034010000,3
1623,,Binary,0103342102004510,3
1624,,Binary,0400100020004521,3
1625,,Binary,3400004025344012,1
1626,,Binary,1502240101200213,3
1627,,Binary,2340003400120153,2
1628,,Binary,1403013200403254,1
1629,,Binary,1324405100400010,3
1630,,Binary,0032301000414153,2
1631,,Binary,3542200442301403,1
1632,,Binary,3000000053420003,1
1633,,Binary,5123020400311000,4
1634,,Binary,1020005000404030,1
1635,,Binary,0420410225403204,3
1636,,Binary,1543013223040400,2
1637,,Binary,4321024021350402,4
1638,,Binary,0102324500042413,1
1639,,Binary,3251001440001423,4
1640,,Binary,1324500020004000,3
1641,,Binary,4000140200413514,2
1642,,Binary,3420500020404010,1
1643,,Binary,1030002003504013,4
1644,,Binary,0050021023400430,2
1645,,Binary,3154020020001002,2
1646,,Binary,4315042002032130,2
1647,,Binary,3541030400020400,2
1648,,Binary,1304420024005000,3
1649,,Binary,0042023443050403,1
1650,,Binary,2401401500023124,3
1651,,Binary,4023153203003010,4
1652,,Binary,2000520030041000,4
1653,,Binary,2150103403103021,4
1654,,Binary,0352302110430130,1
1655,,Binary,1020020000004152,3
1656,,Binary,3002400320305020,1
1657,,Binary,1000400050003001,2
1658,,Binary,0250001000341020,4
1659,,Binary,1320403020400050,1
1660,,Binary,1423015223100230,4
1661,,Binary,4100142023415010,3
1662,,Binary,1420354021340300,2
1663,,Binary,2153400000300400,4
1664,,Binary,0312354121340003,2
1665,,Binary,0200542320044132,1
1666,,Binary,3451201041300003,2
1667,,Binary,4020100050003010,2
1668,,Binary,4012540010002030,3
1669,,Binary,1003321023405130,4
1670,,Binary,1302300441232035,1
1671,,Binary,1400003200003541,2
1672,,Binary,5413000242303120,2
1673,,Binary,1043203443005421,3
1674,,Binary,1403300020414532,1
1675,,Binary,0000000041350003,2
1676,,Binary,1523401201343001,4
1677,,Binary,0021003000103050,4
1678,,Binary,0001241500421034,3
1679,,Binary,0123103223103250,4
1680,,Binary,4050042000410014,3
1681,,Binary,1325421324300100,4
1682,,Binary,4001001051431034,2
1683,,Binary,3100134520314010,2
1684,,Binary,5312342100042003,4
1685,,Binary,5402310023404213,1
1686,,Binary,4001003401052403,2
1687,,Binary,0041031501341023,2
1688,,Binary,0020200000404253,1
1689,,Binary,1023010223104251,3
1690,,Binary,4100543220140040,1
1691,,Binary,0002030441533001,2
1692,,Binary,4200352100000002,4
1693,,Binary,1043040020044135,2
1694,,Binary,4325041000421034,1
1695,,Binary,4251041000001004,3
1696,,Binary,1004500220003200,4
1697,,Binary,0021000401405413,2
1698,,Binary,1020003021450002,3
1699,,Binary,1030400021433254,1
1700,,Binary,3000231451301043,4
